sentiment,review
positive,"This has a very smooth taste, nothing is overpowering in it. I would recommend it to to all my coffee drinking friends.."
positive,this is very good tasting and a treat for me. and if i do not want to plug in my keruig maker all i need is hot water
positive,Excellent taste. This is the first time I ordered this particular product and am very pleased. Would order again. I found the price to be more than fair compared to grocery store prices.
positive,"<a href=""http://www.amazon.com/gp/product/B005K4Q1YA"">Grove Square Cappuccino Cups, French Vanilla, Single Serve Cup for Keurig K-Cup Brewers, 24-Count</a> Very good. No need to add sugar."
positive,"Shipped fast, tasted great, but could do without the hydrogenated oils that all K cup capps seem to have. Looking to try more flavors."
positive,"Loved this product, highly recommend it. If you like cappuccino you will love this. Also recommend the caramel flavor cappuccino also."
negative,"The machine empties the k cup, it's dry contents. Not all that good, watery even on the low setting of hot water. I won't get them again, yes they are worse than convenient store.<br /><br />Not worth my wait. Even at the price won't get them again. That fake sugar after taste is not good, just like the reviewer said. Had to try for myself, so probably will you but you won't like it either.<br /><br />Good luck still lookin for a replacement for the coffee cups."
positive,"Do not down play the rich flavor of the instants offered. They cost less and taste amazing.Better than hot cocoa,in my opinion.Wanna spend less try these ""Grove Square"" brand products."
positive,"I'm a black coffee drinker, but once in a while I want cream and sugar with it. That pretty much describes this K-cup. Decent, pleasant taste in a convenient one-step process."
negative,My kids loved the cappuccino the price was right but for me and I am a person with a sweet tooth. For me it was way to sweet
positive,"I recently bought a Keurig so I'm trying out different coffees. I first found Grove Square Hazelnut Cappuccino in the grocery store. Now I buy it in bulk at Amazon. I usually drink plain coffee, but sometimes, when I have the option, I'll choose hazelnut over other flavors. I was so impressed with this cappuccino. First, while brewing, the aroma was heavenly. The first sip continued the experience. It was quite creamy, and had a strong, but not overpowering, hazelnut taste. It was sort of like hazelnut hot chocolate. This is the only flavor my husband drinks now and he has stopped drinking plain coffee altogether. I hope they never stop making this. I've tried the flavored hazelnut coffees, but prefer this cappuccino. It's perfect for sipping on a cold, dreary day, or whenever you want that extra richness."
positive,"Grove Square offers great flavored coffee and cappuccino K-cups at a very good price, and they always deliver on time!"
positive,"Reminds me of the ones I get at the gas station, okay I'm no connoisseur but I know what I like. These are just great!"
positive,"Tired of paying $5+ for a cup of cappuccino? This is what I'm using to get over that expensive drink habit, this and the French vanilla. Yes it is instant with milk and sugar but still very tasty!"
positive,i know that people have said these taste like the ones you get a gas stations but come on people what do you expect gourmet coffee.<br />very good for the price and i noticed they have gone up.
positive,"This kcup gets some odd reviews but I must say it is by far the best ""quickie"" I have had. I either make my own latte at home the old fasshioned way or I throw in one of these in the brewer when I am in a hurry. My hubby took them to the aid station and the soldiers devoured them like they were going out of style. I love the flavor nothing needs to be added to it. A dash of whip cream is a nice granish. But locally I can't find them anywhere. Walmart had them but now they are NEVER in stock. I have written to keurig asking them to start stocking these they are worth the try... and if you don't like it send them my way :P"
positive,"This may not be ""real"" cappuccino, but I am not sure I know what that is. This tastes good and I really enjoy a cup of it, especially on these chilly mornings."
negative,"I am trying all types of products to use with my Keurig coffee maker and I thought the caramel cappuccino would be a good choice. It was so sweet I couldn't drink it, I had to throw it out. I have a sweet tooth and not much seems to sweet to me. I wasted my money on this and I will be throwing it out as well as the Grove Square Hazelnut Cappuccino that I bought! Waste of money unless you like super sweet!"
negative,This items doesn't taste good at all and i was very unhappy to learn that they would not let me return the unopened boxes of this order.
negative,"I'm an avid K cup user - coffee, tea, cocoa - and have my favorites and not-so-favorites, but dang... This one started off tasting okay, but actually gave me indigestion (burp!). There's a disturbing metallic, cloyingly sweet aftertaste in my mouth too. Your mileage may vary, but this is one K cup flavor I won't be revisiting."
positive,One of my favorites from Grove Square! A great Cappuccino that has a wonderful flavor and need no creamer to make it taste better. I love this one and the other ones from Grove Square!
positive,Delicious! I ordered the french vanilla cappuccino because I was looking for something delicious that doesn't require the extra effort of adding cream and sugar. This is exactly that! I went through the 24 pack in 2-3 weeks and will definitely be ordering another box soon! I would recommend these for anyone that enjoys french vanilla flavor and normally adds cream and sugar to their coffee.
negative,"There are 80 calories per cup of this coffee, 40 of those are from fat. The description says it is mildly sweet but I found it overwhelmingly sweet. There was little to no coffee taste, more like Cremora or Coffee Mate with fake sugar. I tried brewing one k cup of this coffee and then in the same cup added another k cup which was regular coffee in hopes of diluting the sweetness but even that way, it was still very sweet and whatever creamer they used was the dominant flavor by far.<br /><br />If you take a lot of cream and sugar in your coffee, you might like this coffee. I didn't like it at all."
positive,"If you are a coffee snob, you will not like this cappuccino. However, for those of us easing into the world of coffee, this is a nice and sweet caffeinated beverage with only 80 calories. It tastes just like the cappuccinos you get out of the machine at a gas station. A nice treat!"
positive,"Another review said this tastes like the ""garbage"" cappuccinos from the gas station. Well in my case, that is exactly what I wanted! These K-Cups are delicious. Creamy and taste just like the french vanilla capps from QuikTrip. I recommend them highly if that is the taste you are looking for."
positive,"Normally I don't care for coffee at all, but I absolutely loved these!<br /><br />My sister got one of the Keurig coffee machines, and there were samples of the French Vanilla ones included in the box. She told me that she thought I would like them, so I gave it a shot.<br /><br />She was right! I absolutely loved the,, and after running out of the samples decided to order some from Amazon. After ordering those, I saw these Caramel flavored ones and knew I had to try them!<br /><br />I was so excited when they arrived that I didn't waste any time and instantly brewed one up and tried it. I liked it even better than the French Vanilla ones!<br /><br />For me, they were the perfect ammount of sweetness, and I didn't find there to be any weird artificial sweetner taste as some other reviwers have mentioned.<br /><br />Now I drink one of these every day. There is nothing I prefer more in the morning than one of these.<br /><br />Maybe these aren't for the hardcore coffee connoisseur, but for someone like me, they are awesome!<br /><br />I would highly recommend these to everyone. Especially people who normally don't like coffee. A+ and 5 stars in my book."
positive,My wife and I both enjoy this cappucccino! If you enjoy a dark roast or coffee that is bitter and dark this is not for you. Its light and the taste is easy to drink. My wife doesn't like a cup loaded with caffeine so this fit the bill for her. I love that I can brew and go! No sugar or creamer needed unless you have a crazy sweet tooth. I put a couple k cups to fit in a travel mug and I'm always sorry when its gone. That means I will have to go back to the truely terrible coffee at work!
positive,"My wife loves it. It's too sweet for me, but I don't have to drink it. Reasonable price. Good shipping.<br /><br />Be careful or it can drip down and you'll find yourself growing something slimy and green."
positive,Normally I put 2 sugars and cream in my coffee. Not this stuff. It's perfect just as it is. VERY SWEET
positive,"This is one of my favorites...almost like the convenient store brand, which I get every day. Would recommend this ..also love, love the Cafe Escapes Chai Latte....Just love my K-Cups."
positive,For the price it is a great drink. I will order it again.If you like cappuccino you will like this
positive,I wasn`t sure about this instant type k-cups but it was a pleasant surprise I will be ordering more and my husband enjoyed it also
positive,"This won't replace your Starbucks Caramel Mocha's and what-have-you, but if you get your morning flavored coffee at BP or QT, then this is a great replacement."
negative,"I was disappointed with this product. It's instant coffee, sugar, and powdered creamer/milk. It doesn't taste much like coffee. It's okay, but not great.<br /><br />Also, after using the k-cup, you have to run a water cycle on your brewer."
negative,Found this weak and like the phony cappuccinos you buy at 7-11. None my favorite that is for sure.<br />I ended up giving it away
positive,This Cappuccino is really good and if you like Hazelnut you will like this product. It's a smooth flavorful drink and the price is excellent.
positive,"These caramel cappuccinos are great - they taste great, they are a great pick-me-up and they are ready in seconds! Maybe they aren't like the cappuccino that you would get from a gourmet coffee shop, but you aren't spending gourmet time or money either! A very nice cappuccino for the price and the caramel flavoring is just right."
negative,Found this item for $4 cheaper at Wal-Mart. Was too late to cancel my order. One two three four five
positive,We recieved the product on time and in excellent shape. It tastes good and meets our expectations. Thanks for the excellent service.
positive,I enjoy all three of the Grove Square Cappuccino flavors as does my family. I have slowly stopped buying the regular coffee and have swapped over to this brand as I seem to have become addicted to the caramel as I can't get enough of its sweet flavor. At $7.98 a box at Walmart I can buy this and NOT have to buy those flavored creamers. I shake the cup prior to use and set the machine for 8 oz....YUM!
positive,"Every thing about the order went great, the cappuccino is very good. I will be ordering this again probably soon."
positive,"This is instant cappuccino. It is pretty tastey. I like the cappuccino that is available at the gas stations, and this product is similar. One caution is that it will clog up the opening on my Keurig. (found that out the hard way) Now I usually run through just a cup of hot water afterwards and that keeps it clean."
positive,I really like the taste of this cappuccino. Some complained that it's a waste because the k-cup is empty after it is brewed. Why is that important? I enjoy it and so does my family and co-workers.
positive,"This makes wonderful ice coffee...I have shared it with friends and everyone loves it. I know there have been comments that it is instant coffee but who cares when you have something that tastes good, and is so much cheaper then going to a coffee bar and paying $5 for an iced cappuccino..."
positive,LOVE THIS COFFEE! So delicious and love having the creamer and sugar right in there. 80 calories is a bit much but if I limit myself to 2 per day I'm ok with it. Everyone in the house is loving this one and I ordered more immediately...it's currently on back-order but it's new so hopefully Amazon will stock up on it for me and I can get it faster in the future. Price is good too. Try it! You won't be disappointed.
positive,"Great coffee, this is instant but other than that it is so good, I add no milk and no sugar, calories are high 80 I think but for one or two cups a day it's fine with me. Glad to see that info on the packaging. It came on time, the price was good and will buy again."
positive,"This is so good, it's instant but I don't care, still good, Regular K-cups have left over grimes, this K-cup is empty. So it is instant. I do not add sugar or milk, calories are high 80 I think but for one or two cups a day is okay. Very good. Came on time, no problems"
positive,"Initially I was a little bit skeptical about this product, but thought for the price that I should give it a try. I am happy that I did. It is a nice tasting cappuccino and is not too sweet. The taste is better with the smaller sized cups (6oz), it gets a bit watered down with the larger cup sizes. I will be buying this product again."
positive,ABSOLUTELY DELICIOUS!!! CREAMY...NOT TOO SWEET...SUBTLE FRENCH VANILLA FLAVOR.....YUMMY. HAVE HAD A 24 CT BOX IN OUR OFFICE FOR A WEEK AND THEY'RE NEARLY GONE. EVERYBODY LOVES IT.
positive,I have tried lots of k-cups and this is one of my favorites. it is very creamy and smooth. The Hazelnut flavor is subtle.
positive,"I ordered these K-cups on a preorder for $9.99. They are becoming my favorite flavor. I love, love this flavor. It was<br />an excellent deal. Grove Square has a great product."
positive,Great item IMO. Flavor is better than GMCR's stuff. I also like the fact that it is on Subscribe and Save and ships for free.
negative,"I was hoping for a nice creamy cappuccino for the evenings or during the day where a strong brew wasn't needed. Well, *some* coffee flavor would have been good. This tastes like coffeemate plus sugar plus old coffee grounds. Its flat, sweet, thin, and ends with something of a slightly bitter aftertaste, reminiscent of aspartame... with nothing in between. There's not even a filter inside the k-cup... just mostly cheap creamer..."
positive,My bf loves this product. We are about to order more to restock our supply. Wish I could find it here in the stores.
positive,"I buy this for my husband & also as an occasional treat for my older kids. Since we are a family of 6, the Keurig is not exactly economical. However, since I found these cappuccino k-cups, it makes it much easier to fit in our budget. And they love the flavor! The French Vanilla ones are great too!"
positive,"The cappuchino is very sweet. I would recommend running a regular coffee through and make it a mocha. I would not recommend more than 8 cups, because that just makes it very weak."
positive,This is just as good a I get in gas station. Love the ease of having it brewed in my house.
positive,Everyone's tastes are different and I didn't expect to like this after reading some of the reviews. I was pleasantly surprised and glad I tried it. I prefer this French Vanilla over a couple of the other brands. It's the only one I don't have to add sugar or creamer to and it's not too heavy on the vanilla for my taste. I'm ordering enough to keep stocked up since it's my evening treat and a great price!
positive,"This is really a great product. When I start my day with the Cappucino Carmel and being out on my patio, it's having a little bit of heaven here on earth. Thank you Amazon for making it affordable for me"
positive,"I usually buy caramel coffee creamer to go in my cappuccino but with this product, it is creamy without it. Buying by bulk like this offers, saves me money too. I would recommend this product and I will be making another purchase soon."
positive,This Cappuccino is wonderful! It is hard to drink just one cup! It the perfect caramel taste! You must try!
positive,This is a good product for the money - especially if you like cappuccino better than coffee. It is a little weak compared to other gas station cappuccino's but still tasteful.
positive,"The Grove Square cappuccino is like a ""comfort food"" to me. It is much like oneI get from a local ice cream parlor, the drink is comforting and relaxing, good for releasing stress at a time when that is extremely high in my life. A good way to start a busy day for extra pep, yet a good ""slow down"" in the late afternoon or early evening when I need to let go of ""life"" and rest."
positive,Love the Hazelnut Cappucino tastes great. I love it when I am reading the paper in the morning. Well worth a try.
positive,I am addicted! As good as any you buy anywhere. I have bought this several times and am never disappointed.
positive,The flavor is absolutely wonderful. The shipping was extremely fast. The smaller cup sizes maintain the most flavor. I would recommend this product to everyone.
positive,"I bought the Keurig for my husband who really did not want it. I don't drink coffee but love, love gadgets. So order to enjoy my new GADGET I had to find something to make. I found Grove Square Cappuccino by accident. I add some whipped cream on the top and what I end up with is a heavenly dessert that has none of the bitter taste of coffee. I also bought the French Vanilla version and decided I liked it so much that I am on a monthly plan. For anyone who loves flavored drinks this is perfect. And my hubby finally came around and uses the Keurig for his coffee. He does not use this drink since it does not have a coffee taste, thank goodness.<br /><br />I have been watching negatives and positives. It is all a matter of preference and taste. I happen to love this coffee because it is sweet and does not taste like coffee. I simply hate coffee and this is a way to enjoy the Keurig and share some time with my husband who does drink coffee. As for the additives... welcome to this world of the 21st century! It satifies my sweet tooth and keeps me from eating cake, cookies, pie and ice cream. So Grove Square bring it on."
positive,I really like this product and when it was on sale bought a lot of them. Will wait unil on sale and get more. Tastes like what you get at the gas station and kind of sweet.
positive,"These K-cups are great tasting and I love that you don't have to add sugar and/or milk. Just watch out for the calories. Each cup is 80 calories, no free ride here!"
positive,"i love this cappuccino, its like the stuff that you get from the gas station and i love that stuff. if you like gas station cappuccino then you will like this, i make it on the 10oz cup size and its perfect. i got the subscription its cheap and really good."
positive,Wonderful!!!! It was the best deal I have ever gotten on K-cups. Cant wait and will definately purchase again very soon!
positive,"If you have a K-Cup maker and you don't have a few of these on deck...you're missing out...seriously. If you threw some whipped cream in your mug, you'd swear these are Starbucks quality for like 1/10 the cost."
positive,Perfect drink for beginning morning or before retiring for the evening...awesome flavor. I did not have to add any sugar or creamer. This will be my new coffee!!
negative,Just buy a can of instant coffee and stir it into hot water.<br />This is cheaper than the original packages but it does't have coffee.<br />This is not brewed coffee.<br />Literally leaves an empty cup after brewing.
positive,"We are heavy users of our Keurig machine and frequently look for alternatives. This cappuccino is not in the ballpark of a Starbucks' choice, but still quite tastey!"
negative,The item description is deceiving. This is really isn't coffee it's more of a glorified hot cocoa. Very dissapointed. Can't even drink it.
negative,It was worse than gas station cappuccino. It tasted like a powder that became more and more watered down the larger the cup you chose to make. Not worth it.
negative,"I bought this for my granddaughter because she will drink a cappuccino from most any where. When she was not using them, she used 2, I asked her what was wrong. Her only comment was try one. I did. Holy cow, it is almost kinda of coffer-vanilla flavored sugar water. Really NOT worth the money. Only reason for one star is that you cant give no stars."
negative,"This ""cappuccino"" doesn't taste good at all! DO NOT BUY, and will never buy again. I would not recommend this product to anyone."
negative,"I did not like this at all, worse than the gas station cappiccino, which I do like. The grove square french vanilla is just nasty really and it leaves a bad after taste. oh and you have to run a hot water cycle after using it to clean the machine, nothing lefted in the k-cup either, well just a little bit of water to leak from the k-cup when throwing away. I will not buy this again at any price.<br />The only reason for the one star rating was because the shipping and packaging of the products was nicely done, free super saving shipping is great. I just wish the contents of said packaging had been on par. anyone know of a good cappuccino for the keurig?"
negative,I bought this for my daughter and she was very excited to taste it but was very disappointed to find it to be INSTANT cappuccino. It tasted watered down even at the suggested cup setting. We honestly could have got a container of this same stuff at the local dollar store for a lot cheaper and then we could have added more of the powder when needed. Definitely not worth the money.
negative,"This stuff tastes great. However, it is not really coffee. It is a flavored drink on the order of hot cocoa. It has a lot of calories (80 per cup) and sugar. It also clogged up my Keurig big time."
positive,This is one of the best cappuccino's around! I wish they would come out with more flavors! Great price also...you can't beat the price for 24 kcups! Keep up the good work!
positive,I was browsing on Amazon and saw that they had these french vanilla cappuccinos on here I already get the carmel ones (yummy) so decided to give these a try well tried them and loved them!! I am drinking one as a type!! Yummy!
negative,"Any product with hydrogenated vegetable oils as the first ingredient isn't worth buying. This stuff has been banned in NY for a reason - it is poison for the human body. See the Wikipedia article on trans fats for more information. Here is a clip : ""Because of these facts and concerns, the NAS has concluded there is no safe level of trans fat consumption. There is no adequate level, recommended daily amount or tolerable upper limit for trans fats. This is because any incremental increase in trans fat intake increases the risk of coronary heart disease.[2] """
positive,"A friend of mine gave me several of these Grove Square Cappuccino French Vanilla k cups!! Just loved them, but could not find them available in any local store. She told me she got them from Amazon.com. We fix it with a little bit of cream whip on top! Tastes just like you bought it from a coffee shop. Have ordered more, so I never run out. You will not be sorry if your purchase this item. I did order and try the Hazelnut, liked it but not as much as this."
positive,"I can taste the sugar substitute in this quite strongly, but not enough to disgust me. I've tasted better, but seeing as it's not made by a barista and only takes 5 seconds to produce, I'd say it's not bad. I was able to drink the whole cup, and that's good enough for me. However, if the fake sugar makes you sick, I'd stay away from this. Let's just say it's not organic or homemade, which it's not claiming to be."
negative,"I was excited to find a reasonably priced K-cup coffee. That is until I purchased it and tried it. This is instant coffee -it is dishonest to call it a K-Cup. You expect real coffee whey you purchase a K-cup. Save yourself the cost - if you really want instant coffee, buy yourself a jar of instant coffee and grab a spoon."
negative,"The cappuccino was very tasty-lots of sugar, lots of maybe cream, very little coffee, instant! It does not stay hot in your cup like the ground coffee."
negative,I would not ever buy this again. Sickenly sweet and very artificial tasting. I'm getting rid of this box by mixing it with a regular coffee K cup.
negative,Sickenly sweet and artificial tasting. I'm getting rid of this box by mixing it with a regular K cup.I would not ever buy it again.
negative,Was basically just instant coffee and VERY sweet....I was hoping for one more like the Tassimo Cappuccino pods but no such luck. Will def not buy again.
negative,"This is just plain instant coffee, not even the decent kind. The K-cups come out empty after brewing, there is just powder in them- just like the gas station cappuccino machine. Except the gas station charges less. Very disappointed."
negative,"These cappucino k-cups are truly awful. I pre-ordered this one as well as the french vanilla one and they are both horrible. The consistency, taste, and smell are exactly like the cappucino you get out of those machines at the gas station. Don't bother, there are way better k-cups out there...the green mountain espresso one and the gloria jean cappucino ones are much better. Yes you have to mix your own milk in, but you can get creative and get a cheap foamer to use with different flavored creamers. Way better."
negative,I bought thinking it was capuccino but it is way too sweet for my taste. And diabetics should'nt have that much sugar. No more for me.
positive,"Don't buy this coffee if you want regular coffee. It is NOT, I repeat NOT just coffee that sort of has a hint of flavor, or smells better than it tastes. It's sweet and creamy, don't have to add a thing to it. Great on a cold day, or just a special treat for yourself. Has a delicate caramel flavor and good aroma. I've been looking for something like this since I discovered the Chai Tea Latte (which is my all time favorite)."
positive,"Like many others, I too was looking for the gas station coffee taste, as I find gas station coffee to be the sweetest and tastiest for an amateur coffee drinker like me. If you prefer the strong, exotic, even authentic taste, this is not the coffee for you. But if you are looking for coffee that is sweet, and tasty without having to do much, this is it."
negative,"This company is scamming everyone. They put instant coffee in a k-cup and pass it off as real brewed coffee. I purchased their Dark roast to try it out.<br />The first thing I noticed was how lite the k-cup felt. If you shake it, it sounds like a little snarl drum. As it brews, you get a real dark thick mixture of water and coffee, and then only water. When it was done I opened the k-cup. No coffee grounds, No filter, Nothing inside, completely empty. The coffee is only for 8 oz. cups, any larger and it is watered down coffee. Even at 8 oz., the coffee didn't taste good. (that's my personal opinion on the taste) Overall: You're getting low quality instant coffee at fresh brewed prices. Shame on Grove Square."
negative,"The worst coffee beverage I've ever had. Grove square also has ""coffee"" which you wouldn't serve to your worst enemy. The taste is worse than Pakastani gas station brew, it's more like Nescafe that's been left to burn in a pot for hours. If you think this review is an exaggeration and you have money to waste, try it out, and then proceed to throw $10 in the trash can. Keurig should seriously consider removing all of Grove square's products."
positive,I bought this item for a christmas gift for my grandaughter and so we haveent used it as of yet but the speed in delivery and cost was great
negative,Very excited to order these....but what a disgusting rip-off. I echo the sentiments of those who compared this to the stuff you get at truck stops- overly sweet and a bit oily....plus it is simply powdered mix in your k-cup....if you want this taste (probably a bit better) for like 25% of the cost buy some instant mix at your grocery store and run your Keuring with no k cup and stir.
negative,Not pleased with the flavor. They leave an aspartame taste in your mouth. I would not recommend these. i would say try a sampler before buying a whole box.
positive,"This product was hard to find in our local grocery store. We enjoy the taste of French Vanilla, and at a great price."
positive,"If you're looking to buy some French Vanilla coffee, look no further! Having tried several k-cup flavors, I have to say this French Vanilla is in a league of it's own. It is amazing, so rich and creamy. I have made it both on the medium and small settings on my Keurig and both are very good, the small so creamy and thick, almost like a dessert. AND it is the least expensive of all the cups I've tried, being only 50c per cup, with the next lowest being 67c. I can't wait to try the Grove Square caramel flavor."
positive,No complaints coffee tasted good and it comes out to less that .50 a cup.<br />I personally think it is a bargain.
positive,This product is very good. Out of everything cappuccino french vanilla is the only thing hot that i drink. I bought this not knowing what it would taste like and my husband and i love it. We even add a creamer to it even though its great without it. Its hard to find the right kind and brand but this one was perfect.
positive,"Just what I was looking for, a rich and creamy coffee with a smooth taste. No creamer needed. Would love to have it in more flavors but caramel is definetly yummy!"
positive,I was wondering if these would be any good and I am glad I tried them. Easy to make and taste like your in a morning cafe on a chilli morning. I am addicted to these they are a new part of my morning must
positive,"Great tasting product. Doesn't really have a 'foam' on the top, but the flavor is excellent. Works very well with the keurig brewer."
positive,I quickly became a fan of this product after trying lots of K-cups. I signed up to get a shipment each month from<br />Amazon and have now increased my order as I am drinking it more than once a day. Great product!
positive,I am hooked on this cappuccino - it's a great pick me up in the afternoon without giving me a caffeine rush. The package of 3 boxes was a great price and they didn't take long to get here.
positive,"I wondered if I should to subscribe to the same flavored product month, after month. I mean, at some point we would want something different...right? However, not only is it still on of my favorites, it has also become a go to flavor for my co-workers. This is subscription worthy flavor, and I have enjoyed every flavor from Grove Square I have tried so far. (Just remember to shake the K-cup right before brewing!!!)"
positive,Love Love Love this K-Cup. Amazon is the only place I can find it. Wish I could find it at a store near me. This is my favorite flavor. I have made it into a Frapp as well and it's just yummy! :D
positive,Good single cup cappuccino. Subscribe and save was really convient and price was real good.Could not find a competeing cappuccino product in the area for the price and convience.
positive,I enjoy these daily for my morning cup of coffee. Doesnt have a powdery taste and doesnt require any sugar added.
negative,"If you like a lot of cream and sugar in your coffee, you will prob like this. I personally do not... Fake super sweet yucky flavor.<br />Instant coffee with a lot of ""bad for you"" stuff."
positive,"<a href=""http://www.amazon.com/gp/product/B005K4Q37U"">Grove Square Cappuccino Cups, Hazelnut, Single Serve Cup for Keurig K-Cup Brewers, 24-Count</a><a href=""http://www.amazon.com/gp/product/B005K4Q37U"">Grove Square Cappuccino Cups, Hazelnut, Single Serve Cup for Keurig K-Cup Brewers, 24-Count</a> Yummy!"
negative,This k cup has an artificial sweetener taste. I agree with the poster that said it tastes like something you can buy at a gas station cappuccino machine. I will not be buying this again.
positive,"Really great taste! Smooth, pleasant, and a nice change from the traditional coffee k-cups when you're looking for something a bit different. I wouldn't want them all the time, but as a treat, they're awesome!"
negative,"I would like to start of by saying this tastes wonderful, BUT and this is a big one I wish that on all the packaging it would state that the product contains Sucralose (Splenda) and I am allergic to it and Have just had a VERY SCARY allergic reaction to it, My throat started to close up and and I had to take a benadryl and waiting for it to start really working its magic (and hoping it does so I won't have to go to the er). Had I known that this product had Sucralose (splenda) in it I wouldn't have bought it. Grove Square PLEASE put it on your boxes, so that all of us that are allergic can stay away from it, Amazon Please post that this has Splenda in it so people know it.<br />I gave this 2 stars because it has a good taste aside form the after taste of the splenda, I wish I could have given it more stars<br /><br />Thank you for listening"
negative,"As the title says, I trashed it after a SIP. I made my wife trying that, she had a sip and said ""Yuck"". Hope this helps you not buying this stuff."
negative,"Dont like this stuff. Good for a dessert, not for a morning coffee. It's like the powdery stuff you can buy at gas stations."
negative,"I found this when I was shopping at Walmart and decided to give it a try. I do have to say that it does smell good being ""brewed"". I was very disappointed to find out that it tastes like the crap that you get at a convenient store. Once you have Real Cappuccino you really can't ever drink that CRAPuccino at convenient stores. I know I won't ever buy any of their ""cappuccino"" again, but I will give their hot chocolate and apple cider a try in hopes that they are drinkable."
positive,"My wife and I enjoy this coffee. It is not to sweet nor does it have an over<br />bearing coffee taste, or after taste."
negative,"The ingredient tab on the product page doesn't show what is in this cappuccino. The very first ingredient when I got my order and reviewed it was trans fat, and not just a little. This stuff will clog your arteries. I wouldn't have purchased this had the product info been shown. I didn't know they still used this stuff. New York outlawed the stuff and the FDA explicitly makes manufactures show this ingredient. Shame on Amazon for not displaying this. I did order addition K-cup coffee. I""ll return them."
negative,"This is the worst I have ever tasted, makes the vending Machine types taste wonderful. If you want milky flavored water with lots of sweetner then this is for you."
positive,"Yes, this is an instant coffee. It dissolves as the hot water runs through the K-Cup. But it is so refreshing and fast when you need a pick-me-up cup of coffee. The flavor is wonderful. My husband and I also like the hazelnut and caramel flavors. You can't beat this price, especially with ""Subscribe and Save"". I have found Grove Square at HEB in Texas, but it is more expensive than the price here. I'm not very picky about it being a perfectly brewed coffee with deep, rich taste. I just want something that is hot and tasty. Try it out and if you don't like it, share it with a friend or family member who will be glad to have some free, good coffee. A box of 18 K-Cups makes a great hostess gift. By the way, the order is for 3 boxes of 18, a total of 54 cups of coffee. I wasn't too clear on that when I ordered the first time. Why pay $3 for a cup at Starbucks when this is just as good, convenient at home, and tastes great?"
negative,"I purchased these at walmart but they were so bad I wanted to come review them so you guys online can be warned. I brewed myself a cup and it was so bad I couldn't even drink it, i had to throw it out. First off, I want to say that I'm not a cappuccino snob, I enjoy a great cappuccino at a coffee shop but I also regularly drink the powdered flavored kind that you just mix with water. I didn't have the highest of standards for this drink to begun with but it was bad, t doesn't have very much flavor the flavor that it does have is not good, it's watery (I brewed it on the small cup setting) and it has a bad aftertaste that I just couldn't get over. These are also pretty expensive for what you get and you are much better off in my opinion to just go to get a mix with water types."
negative,"Indeed, this nonsense product parading around like it's real cappuccino is right up there with that swill you get out of the gas station machine. High in calories, low in quality, you get what you pay for. I had to take and mix one of these with a cup of regular coffee to make it drinkable. Granted, I've only had 2 cups of it but I'm going to give the rest of the box away. Save yourself the disappointment and the money and avoid this garbage."
negative,This is too sweet to be cofffee and not strong enough to be Cappuccino. It's way too sweet; this coming from a guy who typically adds cream and 2 splenda's to his coffee.
negative,"Didn't like the flavor or the taste at all...nothing close to any cappuccino I ever had. Totally disappointed and now I am not sure what to do with remaining 52 cups!<br />Don't waste money by buying bulk, try one first if you could get it."
negative,"This is not a typical K-Cup, this is a powder. If you are hunting for a new coffee, this is not it. Imagine those cheap bags of hot chocolate in a more expensive K-Cup, and that's essentially what this is. Got it for $9 and I still feel disappointed. Doesn't taste bad, but nothing impressive. Do yourself a favor and skip this one."
negative,"These are pretty cheap, so we weren't sure what we were going to get. I feel like these are pretty weak, they are alot like the gas station cappuccinos out of the machine but not as strong. I do like that it is only 80 calories, so it's nice to have as a low calorie treat when dieting."
negative,I Thought I was order mocha not hazelnut! Do not care for hazelnut and because it is a groccery Item you can not return it so be very careful on ordering! The french vanilla is very good and I am sure if you like hazelnut it is also very good!
positive,This product has gone over and<br />I had to pass on where I got it from<br />several of us have now pitched in to buy<br />more for the office as it has flown out with<br />clients as well as staff
negative,"I purchased this product and did not realize, until reading the ingredient list on the side of the box, that it contained hydrogenated oils. I was unable to return the k cups due to amazon policy so I had to throw the items in the trash."
positive,Good taste. Just be sure you don't use too much water. Will be ordering this again as soon as I can.
positive,I love this product. easy to use and a great taste...the package are easy to read and use. The taste is smooth and rich.
positive,"LOVE this product! Wish it would come in a fat free version! Delivery was great and it smells GREAT! YUMMY, delicious and my hubby enjoys it too!"
positive,"Absolutely awesome, I love it!! It is very flavorful and creamy. It makes the perfect cup of warm and cozy comfort!!"
positive,"One of my coworkers bought a giant K-Cup variety pack, and this variety was in there. Man, it's delicious. It's as good as those French Vanilla cappuccinos you might get from a gas station in the middle of the night when driving down I-5, but you can get it in your own kitchen.<br /><br />Does it have much coffee in there? It's hard to say. The box claims that there is some instant coffee inside, but it certainly doesn't taste like it. It simply tastes like sweet delicious vanilla."
positive,I am enjoying the cappuccino coffee very much<br /><br />I like to put whipped cream on top when I serve it to friends<br /><br />has a very nice taste<br />you can also put a little choc syrup on top of cream
positive,I thank that the French vanilla cappuccino is the greates thing that I have ever tasted It is even better then wawa
positive,"I had been waiting for a while for a Cappuccino on the Keurig and I happened to find this one at the store. It's like drinking an angel wrapped in a unicorn. In other words, my new favorite Keurig drink! If you're not a coffee snob and you like French Vanilla and Cappuccino, try this product!"
